ID,gender,name,DOB,area,city,phone,HMO,COB,height,weight,support
388949590,F,Tova,1990-01-09 00:00:00,C,Holon,0504354853,Maccabi,Yemen,2.04,116.0,True
348950102,F,Ora,1966-10-09 00:00:00,C,Jerusalem,0504048038,Meuhedet,Brazil,1.56,60.0,True
374259198,F,Batya,1992-12-12 00:00:00,C,Netanya,0524047467,Maccabi,Israel,1.58,68.0,True
395371311,F,Yuval,1978-11-03 00:00:00,N,Nazareth,0524312458,Clalit,Israel,1.78,63.0,True
296320128,F,Chana,1961-10-15 00:00:00,S,Beer-Sheva,0549316121,Clalit,Morocco,1.98,118.0,True
357176742,M,Benjamin,1958-07-08 00:00:00,C,Netanya,0525341715,Clalit,Tripoli,1.9,96.0,True
113566671,F,Gal,1993-10-21 00:00:00,N,Tiberias,0504012896,Maccabi,Israel,1.6600000000000001,60.0,True
247270670,M,Yosef,1957-11-17 00:00:00,S,Eilat,0524296474,Clalit,Argentina,1.82,68.0,False
148820293,F,Hadas,1952-08-18 00:00:00,S,Ashdod,0507785712,Maccabi,Ukraine,1.8800000000000001,81.0,False
282095003,M,Meir,1981-10-02 00:00:00,N,Haifa,0507552421,Clalit,Czech Republic,1.84,93.0,True
325286791,F,Nitzan,1975-03-28 00:00:00,C,Herzliya,0545932055,Meuhedet,England,1.8800000000000001,62.0,True
336838740,M,Moshe,1957-05-29 00:00:00,S,Beer-Sheva,0549263598,Maccabi,Slovakia,1.86,65.0,True
378847356,F,Shira,1981-10-29 00:00:00,C,Tel-Aviv,0523419128,Meuhedet,Israel,1.6,72.0,True
224087954,F,Amit,1974-10-10 00:00:00,C,Petah-Tikva,0508072270,Leumit,Czech Republic,1.74,64.0,False
395104832,F,Adi,1964-03-02 00:00:00,S,Eilat,0545653857,Maccabi,Czech Republic,1.7,80.0,True
186765277,F,Michal,1981-11-11 00:00:00,C,Rishon-LeZion,0529859133,Maccabi,Israel,1.86,97.0,True
251261626,F,Tamar,1962-09-23 00:00:00,S,Eilat,0509090811,Clalit,Israel,1.54,51.0,True
322820710,F,Michal,1983-11-24 00:00:00,N,Tiberias,0503693511,Clalit,Italy,1.78,73.0,False
368771976,F,Shira,1976-03-14 00:00:00,S,Eilat,0505866817,Meuhedet,Yemen,1.54,47.0,False
273721796,F,Neta,1993-03-08 00:00:00,N,Nazareth,0505477077,Leumit,Israel,1.92,109.0,True
134550888,F,Sarah,1957-11-17 00:00:00,N,Haifa,0545743775,Maccabi,Russia,1.9,94.0,False
210261306,M,Eden,1984-09-19 00:00:00,S,Ashdod,0527623411,Leumit,Russia,1.74,86.0,True
130056277,M,Nathan,1983-08-05 00:00:00,N,Nazareth,0529933741,Maccabi,Brazil,1.7,66.0,True
322240993,F,Elior,1984-08-09 00:00:00,C,Jerusalem,0505927807,Leumit,Israel,1.8800000000000001,82.0,False
213256211,M,Yitzhak,1959-06-08 00:00:00,C,Petah-Tikva,0503340109,Leumit,Israel,1.6,71.0,False
271148001,F,Ilana,1959-05-28 00:00:00,C,Rehovot,0523969323,Meuhedet,Israel,1.6,56.0,False
390711189,M,Neta,1982-06-30 00:00:00,C,Rishon-LeZion,0546526112,Maccabi,Russia,1.8,97.0,True
370928794,F,Gal,1976-05-26 00:00:00,C,Rishon-LeZion,0525515788,Leumit,Israel,1.74,93.0,True
188445865,F,Neta,1952-09-13 00:00:00,C,Petah-Tikva,0547496270,Leumit,Israel,1.74,97.0,True
359507121,F,Leah,1996-11-17 00:00:00,S,Beer-Sheva,0541863850,Meuhedet,Israel,2.04,101.0,True
222649818,M,Eliezer,1979-08-23 00:00:00,C,Rishon-LeZion,0547941117,Meuhedet,Ukraine,2.08,97.0,False
293401561,M,Zev,1984-08-18 00:00:00,S,Ashdod,0502253560,Maccabi,Israel,1.8800000000000001,79.0,True
187735425,F,Sahar,1970-09-15 00:00:00,N,Tiberias,0547203557,Leumit,Poland,1.7,65.0,True
139000842,F,Adina,1981-12-03 00:00:00,C,Netanya,0522770882,Leumit,Argentina,1.84,82.0,True
295415141,M,Meir,1969-11-02 00:00:00,C,Holon,0528646120,Leumit,Israel,1.84,97.0,True
121900781,M,Eliezer,1952-01-20 00:00:00,N,Haifa,0521912359,Clalit,Israel,1.6,78.0,True
348729113,F,Aviva,1988-03-03 00:00:00,N,Haifa,0544279868,Leumit,Tripoli,1.56,71.0,True
319861803,M,Lior,1960-02-26 00:00:00,N,Akko,0504438788,Leumit,Israel,1.56,63.0,True
246991690,M,Barak,1973-01-11 00:00:00,N,Haifa,0542688596,Leumit,Israel,1.6,51.0,True
281578353,M,Gideon,1982-10-21 00:00:00,C,Petah-Tikva,0509784895,Clalit,Ukraine,1.82,89.0,True
227653289,F,Tova,1988-01-28 00:00:00,S,Beer-Sheva,0503963478,Meuhedet,England,1.7,90.0,True
357919488,M,Yosef,1975-12-04 00:00:00,C,Ramat-Gan,0541176420,Clalit,Israel,1.74,91.0,True
339924328,F,Ayala,1971-06-07 00:00:00,N,Nazareth,0528427994,Maccabi,Israel,2.06,115.0,True
291051464,M,Yair,1960-12-29 00:00:00,N,Zichron-Yaakov,0525055631,Leumit,Morocco,1.6400000000000001,75.0,True
141837907,F,Elior,1970-04-20 00:00:00,N,Zichron-Yaakov,0524167115,Leumit,Morocco,1.6800000000000002,63.0,False
388261879,F,Moran,1982-10-21 00:00:00,S,Ashdod,0504619568,Clalit,England,1.82,92.0,True
263262601,F,Shachar,1951-06-23 00:00:00,S,Ashdod,0549801802,Meuhedet,Israel,1.72,88.0,False
261701439,F,Ilana,1979-11-29 00:00:00,S,Ashkelon,0523500037,Leumit,Israel,1.78,87.0,False
148275269,F,Lior,1977-09-26 00:00:00,N,Nazareth,0543301506,Meuhedet,Poland,1.6600000000000001,77.0,True
258245955,F,Ora,1979-01-01 00:00:00,S,Eilat,0548302813,Maccabi,Ukraine,1.58,59.0,True
129392802,M,Eliezer,1977-08-13 00:00:00,N,Nazareth,0528236428,Meuhedet,Israel,1.6800000000000002,49.0,False
180360012,F,Shachar,1987-03-29 00:00:00,S,Beer-Sheva,0501958705,Clalit,Ukraine,1.84,70.0,True
346198815,M,Meir,1972-10-18 00:00:00,C,Petah-Tikva,0508595023,Meuhedet,Slovakia,1.82,82.0,False
394406107,F,Rotem,1955-12-07 00:00:00,C,Rehovot,0503059179,Leumit,Israel,1.8800000000000001,84.0,False
226584762,F,Ayala,1967-06-24 00:00:00,C,Jerusalem,0545734923,Meuhedet,Ukraine,1.6,74.0,True
243972643,F,Elisheva,1974-12-05 00:00:00,C,Givatayim,0528413747,Meuhedet,Israel,1.52,78.0,True
150236849,F,Doron,1981-12-01 00:00:00,S,Eilat,0508908426,Leumit,Israel,1.6600000000000001,56.0,True
195258684,M,Jonathan,1953-08-12 00:00:00,S,Beer-Sheva,0526960932,Maccabi,Slovakia,1.62,71.0,True
174438247,M,Asher,1956-01-26 00:00:00,S,Beer-Sheva,0527528847,Clalit,Italy,1.7,89.0,True
110774215,M,Zev,1981-09-21 00:00:00,S,Eilat,0504731719,Leumit,Israel,1.86,77.0,True
365840351,F,Doron,1959-03-16 00:00:00,S,Beer-Sheva,0544638092,Clalit,Poland,1.78,91.0,True
258794969,M,Eli,1974-01-27 00:00:00,N,Zichron-Yaakov,0527190193,Leumit,Yemen,1.82,91.0,True
287685036,M,Nathan,1967-01-01 00:00:00,C,Herzliya,0547448726,Leumit,Yemen,1.6400000000000001,61.0,True
111477452,F,Esther,1968-05-10 00:00:00,N,Haifa,0529095026,Maccabi,Yemen,1.6,49.0,True
245756722,M,Yaakov,1980-11-29 00:00:00,N,Zichron-Yaakov,0503291802,Meuhedet,Israel,1.78,80.0,True
131205836,F,Rotem,1956-03-20 00:00:00,C,Jerusalem,0545657881,Clalit,Israel,1.92,101.0,True
334913808,F,Penina,1975-06-22 00:00:00,N,Zichron-Yaakov,0544988403,Clalit,Israel,1.52,52.0,True
384997120,F,Keren,1975-02-22 00:00:00,C,Rehovot,0503629907,Meuhedet,Israel,1.76,89.0,False
292853514,F,Sarah,1992-09-20 00:00:00,N,Zichron-Yaakov,0505511123,Meuhedet,Israel,1.54,67.0,True
189408470,M,Reuven,1970-02-03 00:00:00,N,Zichron-Yaakov,0525240736,Meuhedet,Israel,1.54,50.0,True
271397387,F,Eden,1975-05-25 00:00:00,C,Netanya,0507671628,Leumit,Israel,1.8,63.0,True
153068644,M,Omer,1965-02-03 00:00:00,C,Herzliya,0521119426,Meuhedet,Ukraine,1.72,91.0,True
226824524,F,Sarah,1955-10-25 00:00:00,C,Holon,0547699854,Clalit,Yemen,1.84,78.0,False
279439988,M,Meir,1953-02-08 00:00:00,C,Ramat-Gan,0509242024,Maccabi,Yemen,1.7,67.0,True
289780975,F,Ilana,1974-09-20 00:00:00,N,Tiberias,0547901525,Leumit,Brazil,1.76,85.0,True
194092814,M,Adi,1966-06-23 00:00:00,N,Nazareth,0527218151,Clalit,England,1.56,63.0,True
316117841,M,Or,1973-07-30 00:00:00,N,Nazareth,0524776397,Meuhedet,England,1.8,85.0,True
294594619,M,Eitan,1990-05-09 00:00:00,N,Nazareth,0541263645,Maccabi,Israel,1.8800000000000001,88.0,True
273832908,F,Elisheva,1968-07-07 00:00:00,N,Zichron-Yaakov,0501998984,Leumit,Brazil,1.78,94.0,True
185823266,F,Ronit,1994-06-11 00:00:00,S,Ashkelon,0543120855,Meuhedet,Brazil,1.6400000000000001,49.0,True
221008732,M,Rotem,1952-09-14 00:00:00,C,Rehovot,0529624733,Meuhedet,Brazil,1.56,47.0,False
312728837,M,Yaakov,1958-10-07 00:00:00,C,Jerusalem,0547802386,Leumit,Czech Republic,1.74,69.0,False
294705867,F,Elior,1953-07-14 00:00:00,S,Beer-Sheva,0501984373,Leumit,Poland,1.72,88.0,True
111777253,M,Zev,1974-04-29 00:00:00,C,Rehovot,0508163628,Leumit,Morocco,1.5,57.0,True
314880077,F,Shoshana,1955-03-26 00:00:00,S,Ashdod,0549102374,Maccabi,Yemen,1.5,58.0,False
276598705,M,Sahar,1983-09-07 00:00:00,S,Eilat,0528408874,Maccabi,Israel,1.76,67.0,True
353140881,F,Amit,1989-06-15 00:00:00,C,Jerusalem,0507009471,Maccabi,Israel,1.74,96.0,True
291946018,F,Penina,1953-05-13 00:00:00,N,Haifa,0542191214,Meuhedet,Morocco,1.6,72.0,True
294594878,F,Nitzan,1986-05-13 00:00:00,C,Ramat-Gan,0546766890,Leumit,Morocco,1.6800000000000002,54.0,False
219061780,M,Zev,1965-07-01 00:00:00,N,Nazareth,0546558776,Clalit,Israel,1.52,70.0,True
244166143,M,Barak,1956-09-11 00:00:00,S,Eilat,0549110860,Leumit,Russia,1.5,49.0,True
146740606,F,Tova,1956-10-02 00:00:00,C,Petah-Tikva,0546260750,Maccabi,England,1.94,112.0,True
280088090,F,Doron,1980-12-26 00:00:00,N,Zichron-Yaakov,0543084545,Maccabi,Czech Republic,1.6800000000000002,67.0,False
130893381,F,Omer,1972-01-05 00:00:00,N,Zichron-Yaakov,0543148667,Clalit,Slovakia,1.76,68.0,False
391190229,F,Neta,1957-09-02 00:00:00,C,Netanya,0501961559,Maccabi,England,1.76,80.0,True
277814282,M,Omer,1961-06-27 00:00:00,C,Netanya,0528845837,Leumit,Israel,2.04,102.0,True
311052644,F,Tova,1958-10-26 00:00:00,N,Haifa,0526458281,Meuhedet,Morocco,1.94,96.0,True
149749459,F,Elisheva,1984-03-17 00:00:00,S,Ashdod,0543748283,Maccabi,Israel,1.84,69.0,True
390256479,F,Shira,1954-08-27 00:00:00,N,Haifa,0547676448,Leumit,Israel,1.9,92.0,True
356475843,F,Elior,1976-09-09 00:00:00,C,Tel-Aviv,0549219022,Leumit,Israel,1.7,94.0,True
165034851,M,Moshe,1988-10-14 00:00:00,C,Holon,0505115851,Maccabi,Brazil,1.8,99.0,True
174554574,M,Itai,1987-03-24 00:00:00,N,Haifa,0522677989,Meuhedet,France,1.58,61.0,True
345509373,M,Adi,1988-11-16 00:00:00,N,Nazareth,0503254929,Meuhedet,Israel,1.58,56.0,True
152902624,F,Michal,1953-01-16 00:00:00,C,Bat-Yam,0506739168,Maccabi,Israel,1.82,81.0,True
178375528,F,Ilana,1966-04-02 00:00:00,S,Eilat,0526243107,Clalit,Israel,1.78,97.0,True
196992965,M,Omer,1980-12-12 00:00:00,C,Holon,0548539750,Clalit,Israel,1.72,87.0,False
292593589,F,Gila,1993-10-18 00:00:00,C,Rishon-LeZion,0505394703,Meuhedet,Ukraine,1.54,59.0,True
248276062,F,Batya,1951-11-16 00:00:00,N,Tiberias,0527703852,Meuhedet,Ukraine,2.0,105.0,True
135027222,F,Shai,1955-09-25 00:00:00,C,Tel-Aviv,0528640408,Clalit,Czech Republic,1.54,75.0,False
280437803,M,Yosef,1971-06-24 00:00:00,C,Petah-Tikva,0542262631,Clalit,Israel,1.7,75.0,False
188696655,M,Lior,1993-05-11 00:00:00,N,Tiberias,0524224860,Leumit,Czech Republic,1.72,99.0,True
195632390,F,Lior,1982-01-02 00:00:00,C,Givatayim,0525792094,Maccabi,Israel,1.7,66.0,False
291659946,M,Uri,1975-12-04 00:00:00,N,Tiberias,0505038921,Leumit,Italy,1.5,68.0,True
237897427,M,Eitan,1975-05-09 00:00:00,S,Ashdod,0542987199,Maccabi,Israel,1.6,46.0,True
241380117,F,Elior,1971-05-02 00:00:00,C,Bat-Yam,0548686463,Maccabi,Brazil,1.8800000000000001,68.0,True
334927197,M,Amit,1981-08-13 00:00:00,N,Tiberias,0501066483,Leumit,France,1.5,54.0,True
327749845,M,Jonathan,1982-11-17 00:00:00,N,Akko,0524838992,Leumit,Argentina,1.82,82.0,False
361278672,F,Sarah,1955-11-22 00:00:00,C,Yavne,0529208466,Leumit,Israel,1.76,95.0,True
138673866,F,Rotem,1986-03-05 00:00:00,C,Tel-Aviv,0503104920,Leumit,Argentina,1.8800000000000001,92.0,True
386868119,F,Amit,1982-07-24 00:00:00,C,Jerusalem,0521930507,Leumit,England,1.52,71.0,True
380960233,F,Hannah,1970-08-15 00:00:00,C,Ramat-Gan,0501570695,Maccabi,Israel,1.5,66.0,True
261199332,M,David,1968-02-15 00:00:00,C,Yavne,0524858751,Meuhedet,France,1.6,75.0,False
392494928,M,Yair,1970-06-29 00:00:00,N,Zichron-Yaakov,0502242636,Meuhedet,Israel,1.7,88.0,False
155197779,M,Avraham,1977-04-18 00:00:00,N,Zichron-Yaakov,0541818356,Maccabi,Czech Republic,1.72,60.0,True
241893108,F,Batya,1982-05-19 00:00:00,S,Beer-Sheva,0527304906,Clalit,Israel,1.82,79.0,True
277569150,F,Sarah,1994-02-05 00:00:00,C,Yavne,0526706771,Maccabi,Israel,2.06,108.0,True
282133112,F,Adi,1973-01-28 00:00:00,S,Eilat,0543403519,Leumit,Israel,1.84,88.0,True
174240785,F,Tal,1963-04-16 00:00:00,N,Akko,0544278967,Leumit,Israel,1.5,63.0,True
390594830,M,Avraham,1989-10-26 00:00:00,C,Holon,0549898359,Maccabi,Ukraine,1.76,79.0,True
357913378,F,Penina,1985-10-02 00:00:00,C,Netanya,0508743472,Maccabi,Israel,2.1,96.0,False
323227023,F,Shoshana,1973-02-13 00:00:00,C,Ramat-Gan,0547206535,Meuhedet,Israel,1.6800000000000002,73.0,False
216959672,M,David,1977-07-12 00:00:00,S,Eilat,0542125575,Meuhedet,Israel,1.6,47.0,False
150834094,F,Omer,1972-05-16 00:00:00,C,Yavne,0502835968,Clalit,Czech Republic,1.7,92.0,True
122187493,M,Eli,1970-03-05 00:00:00,N,Zichron-Yaakov,0502930124,Leumit,Tripoli,1.58,61.0,True
172593683,M,Avraham,1984-04-25 00:00:00,N,Akko,0506463556,Maccabi,Israel,1.6,64.0,True
163906617,F,Shalev,1983-10-21 00:00:00,C,Rishon-LeZion,0507013637,Maccabi,Morocco,1.6400000000000001,57.0,True
267455713,F,Gal,1984-02-13 00:00:00,N,Akko,0523943620,Meuhedet,Israel,1.9,97.0,False
287427168,F,Penina,1978-03-19 00:00:00,C,Ramat-Gan,0501327598,Clalit,Israel,2.1,102.0,False
240011082,M,Eden,1981-01-06 00:00:00,C,Netanya,0526287855,Meuhedet,Israel,1.7,72.0,True
152784949,F,Shachar,1951-04-23 00:00:00,C,Tel-Aviv,0529056322,Leumit,England,2.04,97.0,True
321214619,M,Eitan,1983-02-05 00:00:00,C,Jerusalem,0525050312,Maccabi,Israel,1.74,74.0,False
298604487,F,Ayala,1960-11-08 00:00:00,C,Netanya,0522602449,Maccabi,Israel,1.82,91.0,True
194225852,F,Ruth,1977-05-03 00:00:00,S,Ashdod,0521601989,Clalit,Russia,1.5,63.0,True
344127361,M,Eli,1969-11-19 00:00:00,C,Ramat-Gan,0528148937,Maccabi,Poland,1.8800000000000001,82.0,True
287680451,F,Adi,1960-04-18 00:00:00,N,Akko,0528658984,Leumit,Czech Republic,1.94,104.0,True
285718108,F,Sarah,1984-03-13 00:00:00,C,Yavne,0504049101,Meuhedet,Brazil,1.86,77.0,True
217390297,F,Gila,1968-04-23 00:00:00,C,Tel-Aviv,0507668388,Maccabi,Italy,1.58,48.0,True
239497756,M,Or,1960-07-21 00:00:00,S,Ashkelon,0506584013,Clalit,Israel,1.58,68.0,True
362742606,F,Naomi,1973-09-26 00:00:00,C,Petah-Tikva,0526213201,Leumit,England,1.72,77.0,True
189875166,F,Shachar,1980-11-10 00:00:00,S,Eilat,0508521875,Clalit,Russia,1.74,66.0,False
292886843,F,Chana,1979-01-19 00:00:00,C,Holon,0505759980,Clalit,Israel,1.96,116.0,True
148138365,F,Yuval,1982-05-28 00:00:00,S,Ashdod,0542565055,Maccabi,Israel,1.74,99.0,True
343454772,F,Ilana,1994-01-18 00:00:00,C,Ramat-Gan,0541892850,Leumit,Morocco,1.8800000000000001,66.0,True
273558326,F,Moran,1993-09-07 00:00:00,C,Givatayim,0548219689,Clalit,Ukraine,1.56,76.0,True
149552852,F,Keren,1964-02-26 00:00:00,C,Holon,0521234207,Leumit,England,1.54,71.0,False
291726277,M,Ariel,1962-08-15 00:00:00,S,Eilat,0526582814,Maccabi,Ukraine,1.7,96.0,True
368032201,M,Itai,1950-02-24 00:00:00,N,Zichron-Yaakov,0543630444,Clalit,Morocco,1.6,60.0,True
178764572,F,Rachel,1952-01-13 00:00:00,C,Yavne,0506025004,Leumit,Israel,1.56,54.0,False
357172985,F,Tal,1964-11-01 00:00:00,C,Givatayim,0548224994,Maccabi,Poland,1.52,54.0,True
347234705,F,Or,1976-01-11 00:00:00,N,Haifa,0509719770,Clalit,Czech Republic,1.6800000000000002,45.0,True
189491911,M,Benjamin,1958-05-09 00:00:00,N,Akko,0502862049,Leumit,Israel,1.76,76.0,True
285355278,F,Nitzan,1950-12-01 00:00:00,N,Akko,0507653389,Maccabi,Tripoli,1.6,65.0,True
194942067,F,Yuval,1964-01-28 00:00:00,C,Bat-Yam,0525872040,Meuhedet,Israel,1.92,103.0,False
323560146,F,Ayala,1979-05-08 00:00:00,N,Tiberias,0501007630,Meuhedet,Ukraine,1.8,70.0,False
252059856,M,Yosef,1950-06-04 00:00:00,C,Rishon-LeZion,0507155975,Meuhedet,Czech Republic,1.72,63.0,False
163633227,F,Eden,1993-12-13 00:00:00,C,Ramat-Gan,0505506294,Clalit,England,1.78,95.0,True
291531541,F,Keren,1981-04-10 00:00:00,C,Ramat-Gan,0548075402,Clalit,Yemen,2.06,94.0,True
195391073,F,Shalev,1957-05-14 00:00:00,S,Eilat,0527645175,Clalit,Italy,1.74,99.0,True
277610575,F,Or,1966-05-03 00:00:00,C,Netanya,0507025501,Maccabi,Tripoli,1.8800000000000001,78.0,True
373696642,M,Ariel,1951-05-14 00:00:00,C,Holon,0521128091,Clalit,Yemen,1.6,52.0,True
266267443,M,Nitzan,1969-08-17 00:00:00,N,Akko,0547727630,Meuhedet,Israel,1.9,102.0,True
192575167,M,Ariel,1976-12-26 00:00:00,S,Beer-Sheva,0503451994,Clalit,Israel,2.08,93.0,True
116241225,F,Moran,1970-01-21 00:00:00,C,Jerusalem,0505078735,Maccabi,Tripoli,1.94,114.0,False
230926938,F,Bracha,1961-12-13 00:00:00,C,Holon,0504883809,Meuhedet,Yemen,2.02,113.0,True
180957287,F,Or,1960-03-09 00:00:00,N,Zichron-Yaakov,0549188927,Clalit,England,2.08,94.0,False
392821359,M,Oren,1987-04-24 00:00:00,C,Petah-Tikva,0505200385,Maccabi,Israel,2.04,99.0,True
374401326,F,Bracha,1995-03-11 00:00:00,C,Rishon-LeZion,0501707641,Meuhedet,Israel,1.7,76.0,False
330032705,M,Yair,1977-02-26 00:00:00,N,Zichron-Yaakov,0544580900,Clalit,France,1.5,51.0,False
262705356,M,Eli,1995-07-16 00:00:00,S,Beer-Sheva,0543245192,Maccabi,Czech Republic,1.86,92.0,False
349817968,M,Amit,1985-10-04 00:00:00,N,Haifa,0527702557,Leumit,Israel,1.76,81.0,True
398270318,F,Moran,1953-04-08 00:00:00,C,Petah-Tikva,0549138013,Leumit,Israel,1.76,88.0,True
236400109,F,Michal,1957-10-16 00:00:00,C,Rishon-LeZion,0508969628,Meuhedet,Israel,1.74,72.0,True
133124652,M,Samuel,1962-08-27 00:00:00,S,Eilat,0503213361,Clalit,Israel,1.82,66.0,False
320619467,M,Avraham,1980-11-15 00:00:00,C,Givatayim,0509129982,Maccabi,Russia,1.78,84.0,True
241942566,F,Or,1963-10-29 00:00:00,N,Akko,0507342382,Meuhedet,Yemen,1.9,100.0,True
130984309,F,Aviva,1955-01-26 00:00:00,N,Tiberias,0549866020,Clalit,Israel,1.56,69.0,False
233784835,F,Shalev,1986-04-17 00:00:00,C,Herzliya,0525673335,Clalit,Israel,2.1,97.0,False
313050131,F,Ilana,1980-01-03 00:00:00,C,Rehovot,0541574162,Leumit,Israel,1.72,60.0,True
265997583,F,Adi,1985-02-19 00:00:00,N,Akko,0544613357,Maccabi,Yemen,1.8,78.0,True
150288083,F,Elior,1995-01-29 00:00:00,C,Tel-Aviv,0549642977,Clalit,Brazil,1.74,87.0,False
190088828,F,Esther,1993-07-03 00:00:00,C,Netanya,0527183159,Meuhedet,Tripoli,1.84,79.0,True
310461461,M,Eitan,1956-07-04 00:00:00,C,Jerusalem,0501564537,Meuhedet,Poland,1.6400000000000001,46.0,False
187156328,F,Hadas,1959-06-24 00:00:00,N,Tiberias,0525020225,Meuhedet,Israel,1.82,73.0,False
368679653,F,Hannah,1971-06-06 00:00:00,C,Herzliya,0545194661,Clalit,Brazil,1.6,45.0,True
