ID,gender,name,DOB,area,city,phone,HMO,COB,height,weight,support
225792022,F,Ayala,1978-02-26 00:00:00,N,Tiberias,0547575995,Leumit,Israel,1.6400000000000001,52.0,False
133106979,F,Naomi,1959-02-03 00:00:00,C,Rehovot,0509906611,Meuhedet,France,1.76,83.0,True
126346006,F,Shoshana,1961-08-11 00:00:00,C,Netanya,0544538750,Meuhedet,Morocco,1.9,111.0,False
211880792,M,Eitan,1973-03-24 00:00:00,S,Ashkelon,0525172321,Meuhedet,Israel,1.7,66.0,True
213259596,M,Yair,1990-04-23 00:00:00,C,Rehovot,0529833417,Meuhedet,Argentina,1.74,80.0,True
192934522,M,Asher,1982-01-10 00:00:00,N,Nazareth,0542970296,Meuhedet,Yemen,1.72,68.0,True
165043513,F,Ilana,1974-12-26 00:00:00,C,Jerusalem,0528747905,Leumit,France,1.58,49.0,True
242771032,F,Devorah,1961-12-06 00:00:00,C,Herzliya,0506783884,Leumit,Israel,1.56,47.0,True
281029161,F,Ronit,1976-04-14 00:00:00,C,Ramat-Gan,0506069736,Clalit,Israel,1.84,96.0,True
239144623,M,Moshe,1980-09-09 00:00:00,N,Nazareth,0542017514,Maccabi,Poland,1.74,77.0,False
328539868,M,Tzur,1996-06-27 00:00:00,C,Petah-Tikva,0503366453,Leumit,Yemen,1.8800000000000001,83.0,True
394095114,F,Or,1955-08-24 00:00:00,S,Beer-Sheva,0546924330,Clalit,Israel,1.82,66.0,True
131652258,M,Avraham,1963-08-14 00:00:00,S,Ashdod,0502890876,Leumit,France,1.6800000000000002,54.0,True
287209518,F,Liora,1981-12-18 00:00:00,N,Nazareth,0543996266,Clalit,Czech Republic,1.6400000000000001,62.0,True
122090871,F,Sahar,1970-01-10 00:00:00,N,Akko,0523613966,Maccabi,Slovakia,1.62,54.0,True
188653975,M,Yaakov,1955-11-29 00:00:00,N,Tiberias,0546421199,Maccabi,Argentina,1.6,47.0,True
234551836,F,Amit,1983-07-26 00:00:00,N,Nazareth,0544169180,Clalit,Czech Republic,1.78,67.0,False
234602540,F,Moran,1978-11-20 00:00:00,S,Beer-Sheva,0522166726,Maccabi,Israel,1.52,48.0,True
227686642,F,Amit,1981-04-28 00:00:00,S,Eilat,0521124516,Maccabi,Argentina,1.8800000000000001,61.0,False
293180181,F,Yuval,1958-03-25 00:00:00,N,Haifa,0546034152,Leumit,France,1.6800000000000002,65.0,True
248454883,M,Aaron,1975-12-01 00:00:00,C,Holon,0525367997,Clalit,Ukraine,1.82,89.0,True
111135881,M,Barak,1981-11-04 00:00:00,N,Haifa,0528082129,Maccabi,Israel,1.78,65.0,True
151121087,F,Leah,1982-10-13 00:00:00,N,Tiberias,0509548541,Meuhedet,Argentina,1.56,67.0,False
236467885,F,Shira,1983-06-06 00:00:00,N,Zichron-Yaakov,0522962500,Meuhedet,Israel,1.86,83.0,True
383014013,F,Amit,1950-12-15 00:00:00,N,Zichron-Yaakov,0507729138,Leumit,Poland,1.76,93.0,True
186649768,M,Moran,1976-10-30 00:00:00,N,Haifa,0542155843,Clalit,Brazil,1.6800000000000002,66.0,True
384193878,F,Eden,1956-02-01 00:00:00,N,Haifa,0546107959,Maccabi,Argentina,1.5,45.0,True
392530105,F,Ruth,1981-03-20 00:00:00,C,Givatayim,0503802680,Meuhedet,Israel,1.54,62.0,False
272947252,F,Tova,1960-09-17 00:00:00,C,Holon,0525338355,Clalit,Tripoli,1.6,44.0,True
277976079,F,Ora,1993-10-08 00:00:00,C,Rehovot,0528969854,Maccabi,Russia,1.76,90.0,True
366985971,F,Shachar,1965-11-30 00:00:00,N,Nazareth,0547317965,Maccabi,France,1.78,61.0,True
254521282,F,Moran,1969-03-04 00:00:00,N,Nazareth,0524092565,Leumit,Israel,1.58,76.0,True
294214933,F,Liora,1966-08-24 00:00:00,S,Ashkelon,0549783768,Clalit,Israel,1.74,81.0,False
287438095,F,Esther,1983-01-07 00:00:00,C,Givatayim,0546327190,Meuhedet,Italy,1.6,74.0,False
392867339,M,Nathan,1963-12-22 00:00:00,S,Ashkelon,0505611933,Leumit,Israel,1.92,91.0,True
383240252,F,Leah,1956-11-01 00:00:00,C,Bat-Yam,0529531432,Leumit,England,1.84,96.0,True
218479384,M,Gal,1978-03-11 00:00:00,C,Rishon-LeZion,0528058930,Clalit,Israel,1.72,98.0,True
164617896,M,Adi,1979-04-09 00:00:00,N,Nazareth,0504188794,Maccabi,Israel,1.8800000000000001,95.0,True
243124085,F,Leah,1982-09-07 00:00:00,C,Petah-Tikva,0525494341,Leumit,Israel,1.86,90.0,False
279472603,M,Eliezer,1986-10-02 00:00:00,N,Zichron-Yaakov,0529706562,Clalit,Israel,1.6600000000000001,61.0,False
373783910,M,Lior,1983-01-22 00:00:00,N,Zichron-Yaakov,0542137090,Leumit,Israel,1.8,95.0,False
116846232,F,Yuval,1963-06-08 00:00:00,C,Yavne,0525859974,Meuhedet,Israel,1.84,95.0,True
119713104,M,Jonathan,1951-04-18 00:00:00,N,Zichron-Yaakov,0501737654,Meuhedet,Slovakia,1.78,93.0,True
235748676,F,Tova,1984-01-15 00:00:00,C,Bat-Yam,0543132265,Leumit,Israel,1.6800000000000002,61.0,False
294792144,F,Rachel,1964-08-10 00:00:00,S,Ashdod,0505527310,Meuhedet,Israel,1.54,63.0,False
258875025,F,Nitzan,1960-06-01 00:00:00,C,Tel-Aviv,0548353133,Maccabi,Ukraine,1.6800000000000002,60.0,True
354265256,M,Or,1980-03-19 00:00:00,C,Jerusalem,0503732451,Leumit,Poland,1.82,87.0,True
316786056,M,Shlomo,1983-06-20 00:00:00,C,Tel-Aviv,0527715587,Clalit,Brazil,1.6800000000000002,59.0,True
158404322,F,Omer,1958-10-27 00:00:00,C,Netanya,0521522579,Meuhedet,Israel,1.6800000000000002,48.0,False
198923574,F,Or,1959-01-28 00:00:00,S,Eilat,0549091296,Leumit,Israel,1.74,82.0,False
368681343,F,Naomi,1982-06-19 00:00:00,N,Haifa,0521521779,Maccabi,Israel,1.6,61.0,True
361288966,M,Yair,1958-03-25 00:00:00,N,Tiberias,0523859031,Meuhedet,Yemen,1.76,71.0,True
334562615,M,Or,1978-07-17 00:00:00,C,Ramat-Gan,0507724056,Meuhedet,Yemen,1.86,64.0,True
267690107,F,Sarah,1980-05-18 00:00:00,S,Beer-Sheva,0524123126,Meuhedet,Italy,1.84,65.0,False
188266660,F,Elior,1964-10-03 00:00:00,C,Bat-Yam,0545586379,Meuhedet,Russia,1.8,98.0,False
178134512,F,Gal,1979-03-05 00:00:00,C,Petah-Tikva,0505232991,Meuhedet,Israel,1.56,74.0,True
268467000,M,Yosef,1974-03-28 00:00:00,N,Akko,0545567075,Meuhedet,Slovakia,1.52,77.0,True
388457250,F,Or,1972-10-09 00:00:00,N,Haifa,0524345469,Clalit,Poland,1.6400000000000001,67.0,True
256751319,M,Jonathan,1994-09-12 00:00:00,N,Akko,0509665253,Meuhedet,Israel,1.74,83.0,True
330840711,F,Chana,1963-07-24 00:00:00,S,Ashkelon,0546978975,Meuhedet,Slovakia,1.72,90.0,True
291297974,F,Shai,1958-11-06 00:00:00,S,Beer-Sheva,0548672084,Meuhedet,Poland,1.76,72.0,True
370800832,M,Asher,1982-08-24 00:00:00,N,Haifa,0504810941,Meuhedet,Israel,1.86,72.0,True
182909348,F,Penina,1959-12-18 00:00:00,C,Rishon-LeZion,0547623454,Meuhedet,Israel,1.74,75.0,True
129158480,F,Leah,1960-12-12 00:00:00,S,Ashkelon,0509200631,Maccabi,Slovakia,1.84,78.0,True
175507552,F,Nitzan,1991-03-25 00:00:00,C,Netanya,0525053971,Maccabi,Poland,2.1,95.0,True
330852392,F,Hannah,1975-04-04 00:00:00,C,Yavne,0504085188,Maccabi,Israel,1.82,84.0,True
315735530,F,Shira,1994-03-04 00:00:00,C,Yavne,0529432917,Maccabi,Israel,1.52,60.0,False
289181917,F,Miriam,1980-04-28 00:00:00,N,Zichron-Yaakov,0524029857,Meuhedet,Italy,1.54,62.0,True
337640568,M,Eden,1952-04-24 00:00:00,N,Tiberias,0524051100,Meuhedet,Israel,1.86,60.0,False
151634198,F,Yuval,1957-02-09 00:00:00,C,Tel-Aviv,0501068255,Meuhedet,Italy,1.72,79.0,True
165055078,M,Shlomo,1993-11-06 00:00:00,N,Akko,0529699449,Leumit,Italy,1.6400000000000001,59.0,True
311118888,F,Shai,1992-08-04 00:00:00,S,Beer-Sheva,0546674488,Leumit,Israel,1.6800000000000002,76.0,True
246540059,F,Ora,1991-04-16 00:00:00,S,Ashkelon,0509776569,Clalit,Israel,1.76,94.0,True
341896938,M,Amit,1989-01-25 00:00:00,C,Givatayim,0529967036,Maccabi,Italy,1.82,99.0,True
272449103,M,Shai,1976-06-04 00:00:00,C,Rishon-LeZion,0547972135,Meuhedet,Russia,1.76,67.0,True
394524047,F,Devorah,1951-06-22 00:00:00,N,Tiberias,0524881800,Leumit,Slovakia,1.54,46.0,True
231351903,M,Uri,1984-07-25 00:00:00,N,Tiberias,0522496980,Maccabi,France,1.72,89.0,False
335782749,M,Tzur,1969-08-07 00:00:00,C,Herzliya,0506619809,Maccabi,Israel,1.8800000000000001,89.0,True
231440982,F,Batya,1959-01-29 00:00:00,C,Rishon-LeZion,0528099047,Maccabi,Israel,1.84,83.0,False
399481503,F,Gila,1958-11-17 00:00:00,C,Holon,0527872839,Clalit,Israel,1.8800000000000001,96.0,True
225011438,F,Bracha,1985-02-21 00:00:00,C,Rishon-LeZion,0508377807,Meuhedet,Israel,1.6600000000000001,45.0,False
135159369,M,Jonathan,1990-11-08 00:00:00,S,Ashdod,0543279150,Maccabi,Yemen,1.76,64.0,False
135214622,F,Aviva,1983-02-19 00:00:00,S,Eilat,0506032814,Maccabi,Italy,1.92,112.0,True
117422024,F,Rachel,1969-07-30 00:00:00,N,Nazareth,0544769507,Maccabi,Israel,1.84,83.0,True
340951332,M,Or,1957-07-03 00:00:00,C,Tel-Aviv,0543373669,Leumit,Tripoli,1.7,63.0,False
312651172,F,Liora,1995-03-17 00:00:00,C,Rishon-LeZion,0503739994,Maccabi,Russia,1.54,58.0,True
212268394,F,Tal,1982-02-01 00:00:00,S,Ashdod,0544236250,Clalit,Israel,1.78,84.0,False
324306076,M,Tal,1982-01-13 00:00:00,C,Petah-Tikva,0501213131,Clalit,Slovakia,1.74,90.0,True
258082698,F,Hannah,1994-02-22 00:00:00,S,Eilat,0547074978,Meuhedet,Israel,1.8,67.0,True
286845406,F,Leah,1989-04-03 00:00:00,C,Petah-Tikva,0503076775,Clalit,Israel,1.86,67.0,False
165095490,F,Tova,1984-12-01 00:00:00,N,Akko,0506942623,Meuhedet,Israel,2.02,119.0,True
143099780,M,Reuven,1985-03-01 00:00:00,C,Givatayim,0544252373,Leumit,Israel,2.04,95.0,True
294707501,F,Keren,1970-08-21 00:00:00,N,Tiberias,0526542400,Maccabi,Israel,1.5,64.0,True
312204955,F,Tova,1957-09-21 00:00:00,S,Ashkelon,0525888947,Leumit,Israel,1.58,49.0,True
380658505,F,Lior,1968-02-21 00:00:00,C,Ramat-Gan,0542135607,Leumit,France,1.6,78.0,False
382128362,M,Asher,1967-04-20 00:00:00,C,Rishon-LeZion,0507296695,Leumit,Israel,2.02,109.0,True
120488618,F,Bracha,1966-09-18 00:00:00,N,Haifa,0548226154,Maccabi,Israel,1.62,77.0,True
349178840,M,Samuel,1961-12-18 00:00:00,C,Petah-Tikva,0527188051,Clalit,Czech Republic,1.6400000000000001,65.0,False
124896003,M,Yair,1989-05-01 00:00:00,S,Beer-Sheva,0529169806,Meuhedet,England,1.56,51.0,False
296342621,F,Shai,1959-04-03 00:00:00,S,Ashkelon,0547103187,Leumit,Czech Republic,1.82,90.0,True
360776004,F,Gal,1964-06-16 00:00:00,N,Haifa,0523203763,Maccabi,Yemen,1.76,60.0,True
217403874,M,Rafi,1955-10-20 00:00:00,N,Haifa,0529396428,Meuhedet,Czech Republic,1.6800000000000002,63.0,False
389609277,M,Nathan,1971-05-12 00:00:00,N,Akko,0547057985,Maccabi,England,2.06,109.0,False
296836258,F,Liora,1979-10-25 00:00:00,C,Ramat-Gan,0542010262,Clalit,Italy,1.7,79.0,False
197260018,F,Doron,1978-10-16 00:00:00,N,Tiberias,0545599375,Leumit,Yemen,1.6,49.0,True
189922311,F,Shoshana,1961-09-25 00:00:00,C,Petah-Tikva,0521847521,Leumit,Czech Republic,1.84,99.0,True
116268104,F,Ayala,1988-02-26 00:00:00,C,Rehovot,0546317567,Meuhedet,Russia,1.52,74.0,False
136748090,M,Daniel,1954-08-26 00:00:00,C,Rehovot,0524021041,Clalit,Ukraine,1.54,50.0,True
153334230,F,Aviva,1953-01-06 00:00:00,N,Tiberias,0542463862,Leumit,Israel,1.56,75.0,True
221572706,M,Daniel,1970-09-30 00:00:00,N,Zichron-Yaakov,0542014720,Leumit,Brazil,1.82,85.0,True
366954903,M,Daniel,1996-11-07 00:00:00,N,Haifa,0544897321,Clalit,Slovakia,1.78,83.0,True
249169560,F,Gila,1967-11-09 00:00:00,C,Givatayim,0527032423,Clalit,Slovakia,1.76,76.0,True
335199252,M,David,1960-09-22 00:00:00,N,Haifa,0529133366,Clalit,Israel,1.74,68.0,False
383419693,F,Bracha,1964-09-12 00:00:00,S,Beer-Sheva,0504542314,Maccabi,Poland,1.54,60.0,True
375287143,M,Uri,1959-04-22 00:00:00,C,Ramat-Gan,0548737733,Meuhedet,Israel,1.56,53.0,False
345799095,F,Chana,1991-07-13 00:00:00,S,Eilat,0547942210,Clalit,Israel,1.78,94.0,True
181666178,F,Elior,1957-06-10 00:00:00,C,Petah-Tikva,0505984159,Clalit,Morocco,1.8,67.0,True
368348141,M,Nathan,1975-06-16 00:00:00,S,Beer-Sheva,0542676984,Maccabi,Brazil,1.72,85.0,False
186132067,F,Gila,1972-09-22 00:00:00,N,Nazareth,0527150268,Meuhedet,Argentina,1.86,62.0,False
187701965,M,Neta,1994-05-20 00:00:00,S,Ashkelon,0521757282,Leumit,Italy,1.7,85.0,True
220995630,F,Or,1982-06-14 00:00:00,N,Tiberias,0521920353,Clalit,Israel,1.52,73.0,True
186132967,F,Hannah,1981-12-24 00:00:00,S,Eilat,0521703295,Leumit,Israel,1.72,94.0,True
363441853,F,Esther,1952-06-30 00:00:00,C,Yavne,0502082887,Meuhedet,Russia,1.74,74.0,True
364512179,F,Bracha,1975-07-11 00:00:00,S,Ashkelon,0504732550,Clalit,Ukraine,1.52,79.0,True
390046698,M,Asher,1952-04-27 00:00:00,C,Bat-Yam,0526836433,Leumit,Slovakia,1.8,75.0,True
267987735,F,Gila,1965-02-02 00:00:00,N,Nazareth,0544200462,Meuhedet,Ukraine,1.6,74.0,True
174503305,M,Eliezer,1965-12-13 00:00:00,N,Zichron-Yaakov,0523612332,Meuhedet,France,1.82,82.0,True
362563180,M,Yaakov,1988-10-02 00:00:00,S,Ashdod,0509849690,Clalit,Israel,1.6800000000000002,67.0,True
358801619,M,Tal,1981-12-11 00:00:00,C,Holon,0502151820,Clalit,Poland,1.72,79.0,True
218307280,M,David,1982-08-02 00:00:00,C,Rishon-LeZion,0523094802,Leumit,Argentina,1.82,93.0,False
331831480,M,Aaron,1989-03-06 00:00:00,C,Rehovot,0542785467,Clalit,England,1.8800000000000001,82.0,False
139961761,F,Neta,1974-04-10 00:00:00,S,Beer-Sheva,0506103710,Leumit,Israel,1.96,96.0,True
161784720,F,Batya,1976-06-02 00:00:00,C,Herzliya,0543800457,Leumit,Russia,1.94,117.0,True
312727033,F,Tamar,1957-01-25 00:00:00,C,Netanya,0503556313,Clalit,Argentina,1.86,86.0,True
338480819,M,Ariel,1977-08-26 00:00:00,C,Bat-Yam,0504043797,Clalit,Morocco,1.84,68.0,True
371806406,F,Rebecca,1973-04-30 00:00:00,N,Akko,0529192141,Maccabi,Morocco,1.82,80.0,False
368048863,F,Nitzan,1951-01-20 00:00:00,N,Nazareth,0546892963,Clalit,Israel,1.84,84.0,False
348089915,M,Avraham,1988-09-08 00:00:00,C,Tel-Aviv,0521841959,Clalit,Israel,1.84,98.0,False
320264733,M,Noam,1977-05-11 00:00:00,S,Beer-Sheva,0504226250,Maccabi,Poland,1.5,74.0,True
385374061,M,Gal,1966-11-04 00:00:00,S,Ashkelon,0546724896,Clalit,France,1.7,87.0,True
251763334,F,Eden,1978-08-03 00:00:00,S,Ashdod,0503042563,Leumit,Israel,1.58,66.0,True
222524954,F,Elior,1983-03-30 00:00:00,C,Bat-Yam,0529806520,Clalit,Tripoli,2.0,102.0,True
263095823,F,Shachar,1970-08-14 00:00:00,S,Ashkelon,0525676840,Leumit,Poland,1.6400000000000001,78.0,True
240740809,F,Yuval,1959-03-26 00:00:00,C,Holon,0541751959,Meuhedet,Russia,1.74,84.0,True
220051131,F,Ronit,1980-12-17 00:00:00,S,Eilat,0523567496,Maccabi,Poland,1.54,54.0,False
170413641,F,Bracha,1967-12-07 00:00:00,C,Yavne,0527921036,Leumit,Israel,1.5,70.0,True
370570150,M,Eli,1976-02-27 00:00:00,C,Givatayim,0507809144,Leumit,Israel,1.86,97.0,True
215480679,F,Nitzan,1953-12-25 00:00:00,C,Jerusalem,0508343330,Clalit,Tripoli,1.74,74.0,False
243856579,F,Leah,1978-02-20 00:00:00,N,Nazareth,0509656938,Maccabi,Israel,1.76,82.0,True
150009161,M,Oren,1962-03-15 00:00:00,C,Tel-Aviv,0547942683,Maccabi,Yemen,1.62,50.0,True
113233167,F,Doron,1978-04-12 00:00:00,C,Bat-Yam,0527835776,Meuhedet,Yemen,1.58,79.0,True
258641879,M,Moran,1981-10-20 00:00:00,C,Bat-Yam,0508865550,Maccabi,France,1.8800000000000001,93.0,True
281944001,F,Nitzan,1982-03-03 00:00:00,C,Bat-Yam,0527831953,Clalit,Israel,1.5,47.0,True
253523953,F,Gal,1993-07-09 00:00:00,N,Tiberias,0521991970,Meuhedet,Yemen,1.8,78.0,True
219078944,F,Naomi,1954-07-28 00:00:00,C,Netanya,0543371745,Maccabi,Czech Republic,1.6800000000000002,75.0,False
316231507,M,Yitzhak,1960-02-01 00:00:00,C,Tel-Aviv,0548320039,Meuhedet,Brazil,1.7,78.0,True
391004989,F,Shira,1978-05-25 00:00:00,C,Rishon-LeZion,0509164082,Meuhedet,Israel,1.8800000000000001,67.0,False
290685056,F,Ilana,1958-02-12 00:00:00,C,Herzliya,0529383812,Meuhedet,Italy,1.6800000000000002,48.0,True
399646683,M,Jonathan,1976-09-08 00:00:00,S,Eilat,0543371882,Clalit,Italy,1.56,77.0,True
116845965,M,Aaron,1990-11-20 00:00:00,S,Ashkelon,0501981378,Maccabi,Ukraine,1.6,72.0,False
111876081,F,Elisheva,1970-04-26 00:00:00,S,Eilat,0521610944,Maccabi,Czech Republic,1.54,47.0,False
227086402,F,Omer,1955-05-06 00:00:00,S,Eilat,0503407593,Meuhedet,England,1.58,53.0,True
347176128,F,Shalev,1977-03-27 00:00:00,S,Ashkelon,0509881384,Clalit,Israel,2.02,109.0,True
356956653,M,Rotem,1977-07-25 00:00:00,S,Eilat,0542391764,Meuhedet,Morocco,1.72,72.0,True
280123924,M,Rafi,1992-08-03 00:00:00,N,Akko,0506152691,Meuhedet,Slovakia,1.5,72.0,False
349536569,F,Ora,1954-02-06 00:00:00,S,Ashkelon,0546790683,Meuhedet,Israel,1.8800000000000001,97.0,True
293360737,F,Hadas,1993-09-08 00:00:00,N,Nazareth,0541103595,Clalit,Poland,1.76,81.0,True
253879323,M,Omer,1969-01-12 00:00:00,N,Tiberias,0507679416,Clalit,Russia,1.62,49.0,True
323274198,F,Liora,1982-09-05 00:00:00,S,Beer-Sheva,0523229037,Clalit,Israel,1.8800000000000001,93.0,False
297290440,M,Rafi,1982-02-14 00:00:00,C,Herzliya,0541838095,Meuhedet,Israel,2.0,104.0,True
128881189,M,Zev,1976-04-15 00:00:00,C,Rishon-LeZion,0541601151,Meuhedet,Israel,1.76,86.0,True
129211043,F,Tova,1963-11-14 00:00:00,S,Eilat,0541494458,Leumit,Israel,1.8,68.0,True
394004720,F,Rotem,1983-11-04 00:00:00,N,Tiberias,0504945502,Meuhedet,Israel,1.78,88.0,True
239199725,F,Tamar,1989-02-02 00:00:00,N,Haifa,0506021955,Meuhedet,Argentina,2.06,105.0,True
181425415,M,Uri,1960-03-04 00:00:00,N,Haifa,0506212727,Maccabi,Israel,1.72,81.0,True
134815812,F,Moran,1984-09-16 00:00:00,N,Haifa,0541046479,Leumit,Israel,1.54,52.0,False
179180793,F,Aviva,1980-08-25 00:00:00,C,Netanya,0502602337,Meuhedet,Israel,1.94,94.0,True
195679838,M,Or,1961-06-21 00:00:00,S,Ashkelon,0542225225,Clalit,Slovakia,1.8,71.0,True
360675044,F,Yuval,1969-03-01 00:00:00,C,Yavne,0528656277,Leumit,Poland,1.58,65.0,True
246002170,F,Shai,1964-07-05 00:00:00,S,Eilat,0542089949,Meuhedet,Israel,1.74,94.0,False
126109000,F,Elisheva,1975-10-19 00:00:00,N,Haifa,0522775380,Clalit,Israel,1.5,48.0,True
